BHID,From,To,Cu %,Cu ppm,Ag ppm,As ppm,Au ppm,Ce ppm,Dy ppm,Er ppm,Eu ppm,Gd ppm,Hg ppm,Ho ppm,La ppm,Lu ppm,Nd ppm,Pb ppm,Pr ppm,Sc ppm,Sm ppm,Tb ppm,Tm ppm,Y ppm,Yb ppm,Zn ppm
BH3,83,84,0,34.16,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,43.66,ND,ND,ND,ND,ND,0.73,29.42,
BH3,84,85,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,85,86,0.11,1083,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,53.84,ND,3.15,ND,ND,ND,3.19,35.53,
BH3,86,87,0.05,522,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,59.25,ND,29.94,ND,ND,ND,3.28,51.29,
BH3,87,88,0.05,522,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,59.3,ND,29.94,ND,ND,ND,3.28,51.29,
BH3,88,89,0.07,700,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,70.09,ND,1.79,ND,ND,ND,2.14,68.73,
BH3,89,90,0.12,1201,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,100,ND,1.01,ND,ND,ND,2.55,67.51,
BH3,90,91,0.03,331,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,58.31,ND,13.49,ND,ND,ND,3.42,32.73,
BH3,91,92,0.03,331,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,58.31,ND,13.49,ND,ND,ND,3.42,32.73,
BH3,92,93,0.01,144,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,27.87.27.87,ND,6.47,ND,ND,ND,3.17,21.2,
BH3,93,94,0.01,144,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,87.27,ND,6.47,ND,ND,ND,3.17,21.2,
BH3,94,95,0.02,167,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,65.92,ND,3.48,ND,ND,ND,3.97,32.71,
BH3,95,96,0.02,167,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,65.92,ND,3.48,ND,ND,ND,3.97,32.71,
BH3,96,97,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,97,98,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,98,99,0.03,272,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,25.58,ND,10.43,ND,ND,ND,3.83,28.75,
BH3,99,100,0.03,272,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,25.58,ND,10.43,ND,ND,ND,3.83,28.75,
BH3,100,101,0.04,435,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,26.23,ND,11.99,ND,ND,ND,3.23,30.6,
BH3,101,102,0.12,1168,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,30.01,ND,14.31,ND,ND,ND,3.35,26.72,
BH3,102,103,0.01,121,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,28.16,ND,7.92,ND,ND,ND,3.01,30.01,
BH3,103,104,0.04,425,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,27.85,ND,10.41,ND,ND,ND,3.42,37.17,
BH3,104,105,0.04,425,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,,ND,15.25,ND,ND,ND,3.7,40.37,
BH3,105,106,0.01,140,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,33.33,ND,9.82,ND,ND,ND,3,36.7,
BH3,106,107,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,107,108,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,108,109,0.06,557,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,27.93,ND,12.06,ND,ND,ND,4.31,68.82,
BH3,109,110,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,110,111,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,111,112,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,112,113,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,113,114,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,114,115,0.03,284,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,28.83,ND,6.11,ND,ND,ND,1.87,22.18,
BH3,115,116,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,116,117,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,117,118,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,118,119,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,119,120,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,120,121,0,39.76,ND,,ND,ND,ND,ND,ND,ND,,ND,3.96,ND,ND,36,ND,9.8,ND,ND,ND,3.24,25,
BH3,121,122,0,39.76,ND,,ND,ND,ND,ND,ND,ND,,ND,3.96,ND,ND,36,ND,9.8,ND,ND,ND,3.24,25,
BH3,122,123,0.03,331,ND,,ND,ND,ND,ND,ND,ND,,ND,3.3,ND,ND,55.6,ND,4.74,ND,ND,ND,1.96,32.38,
BH3,123,124,0.03,331,ND,,ND,ND,ND,ND,ND,ND,,ND,5.39,ND,ND,48,ND,11.16,ND,ND,ND,2.17,23.52,
BH3,124,125,0.01,148,ND,,ND,ND,ND,ND,ND,ND,,ND,5.39,ND,ND,39,ND,11.2,ND,ND,ND,2.17,22,
BH3,125,126,0.01,51.65,ND,,ND,ND,ND,ND,ND,ND,,ND,2.93,ND,ND,30,ND,3.02,ND,ND,ND,2.35,26.72,
BH3,126,127,0,35.47,ND,,ND,ND,ND,ND,ND,ND,,ND,2,ND,ND,22,ND,8.39,ND,ND,ND,2.67,26.72,
BH3,127,128,0.1,1013,ND,,ND,ND,ND,ND,ND,ND,,ND,1.05,ND,ND,22,ND,0.67,ND,ND,ND,3.23,27.9,
BH3,128,129,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,129,130,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,130,131,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,131,132,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,132,133,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,133,134,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,134,135,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,135,136,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,136,137,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,137,138,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,138,139,0,36.83,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,29.62,ND,21.46,ND,ND,ND,3.5,28.74,
BH3,139,140,0,36.83,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,29.62,ND,21.46,ND,ND,ND,3.5,28.74,
BH3,140,141,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,141,142,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,142,143,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,143,144,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,144,145,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,145,146,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,146,147,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,147,148,0.05,467,ND,,ND,ND,ND,ND,ND,ND,,ND,,ND,ND,37.62,ND,21,ND,ND,ND,"3,74",13.78,
BH3,148,149,0.05,467,ND,,ND,ND,ND,ND,ND,ND,,ND,,ND,ND,37.62,ND,21,ND,ND,ND,3.74,13.78,
BH3,149,150,0.04,429,ND,,ND,ND,ND,ND,ND,ND,,ND,,ND,ND,52.29,ND,9.55,ND,ND,ND,2.25,13,
BH3,150,151,0.04,429,ND,,ND,ND,ND,ND,ND,ND,,ND,,ND,ND,52.29,ND,9.55,ND,ND,ND,2.25,13,
BH3,151,152,0,31.2,ND,,ND,ND,ND,ND,ND,ND,,ND,,ND,ND,35,ND,7.03,ND,ND,ND,2.92,9.02,
BH3,152,153,0,31.2,ND,,ND,ND,ND,ND,ND,ND,,ND,,ND,ND,35,ND,7.03,ND,ND,ND,2.92,9.02,
BH3,153,154,0,4.89,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,61.44,ND,5.79,ND,ND,ND,1.13,11.02,
BH3,154,155,0,4.89,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,61.44,ND,8.48,ND,ND,ND,1.87,11.02,
BH3,155,156,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,156,157,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,157,158,0,45.11,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,62.71,ND,10.87,ND,ND,ND,3.64,15.68,
BH3,158,159,0,45.11,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,62.71,ND,10.87,ND,ND,ND,3.64,15.68,
BH3,159,160,0,30.44,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,75.17,ND,8.77,ND,ND,ND,3.09,15.78,
BH3,160,161,0,30.44,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,75.17,ND,8.77,ND,ND,ND,3.09,15.78,
BH3,161,162,0.02,152,ND,,ND,ND,ND,ND,ND,ND,,ND,2.4,ND,ND,30.89,ND,19.26,ND,ND,ND,3.05,32.41,
BH3,162,163,0.02,152,ND,,ND,ND,ND,ND,ND,ND,,ND,2.4,ND,ND,30.89,ND,35.86,ND,ND,ND,3.05,32.41,
BH3,163,164,0.04,430,ND,,ND,ND,ND,ND,ND,ND,,ND,2.7,ND,ND,24.66,ND,35.86,ND,ND,ND,4.05,32,
BH3,164,165,0.03,259,ND,,ND,ND,ND,ND,ND,ND,,ND,0.82,ND,ND,20.6,ND,17.81,ND,ND,ND,4.6,36,
BH3,165,166,0.03,259,ND,,ND,ND,ND,ND,ND,ND,,ND,0.82,ND,ND,20.6,ND,17.81,ND,ND,ND,"4,6",36,
BH3,166,167,0.03,265,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,21,ND,13.9,ND,ND,ND,4.92,37,
BH3,167,168,0.01,60,ND,,ND,ND,ND,ND,ND,ND,,ND,8.69,ND,ND,27,ND,21.07,ND,ND,ND,4.04,280,
BH3,168,169,0.01,94.64,ND,,ND,ND,ND,ND,ND,ND,,ND,1.51,ND,ND,38,ND,16.96,ND,ND,ND,3,31.53,
BH3,169,170,0.02,165,ND,,ND,ND,ND,ND,ND,ND,,ND,1.51,ND,ND,25.6,ND,15.32,ND,ND,ND,3.49,63.54,
BH3,170,171,0.02,165,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,25.6,ND,15.32,ND,ND,ND,3.49,63.54,
BH3,171,172,0.02,177,ND,,ND,ND,ND,ND,ND,ND,,ND,6.17,ND,ND,17.61,ND,33.83,ND,ND,ND,4.66,56.74,
BH3,172,173,0.01,146,ND,,ND,ND,ND,ND,ND,ND,,ND,5.46,ND,ND,35,ND,29.27,ND,ND,ND,6.11,42,
BH3,173,174,0.04,438,ND,,ND,ND,ND,ND,ND,ND,,ND,11.94,ND,ND,37.46,ND,25.007,ND,ND,ND,5.99,52.47,
BH3,174,175,0.02,234,ND,,ND,ND,ND,ND,ND,ND,,ND,8.94,ND,ND,21.14,ND,23.84,ND,ND,ND,6.52,73.1,
BH3,175,176,0.01,66,ND,,ND,ND,ND,ND,ND,ND,,ND,5.91,ND,ND,42.82,ND,22.9,ND,ND,ND,7.46,63.35,
BH3,176,177,0,24.32,ND,,ND,ND,ND,ND,ND,ND,,ND,5.05,ND,ND,33.3,ND,29.24,ND,ND,ND,6.92,42,
BH3,177,178,0.08,833,ND,,ND,ND,ND,ND,ND,ND,,ND,4.47,ND,ND,26.39,ND,14.48,ND,ND,ND,3.59,162,
BH3,178,179,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,179,180,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,180,181,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,181,182,0.02,152,ND,,ND,ND,ND,ND,ND,ND,,ND,2.65,ND,ND,29.9,ND,11.32,ND,ND,ND,6.64,116,
BH3,182,183,0.1,972,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,38.23,ND,14.11,ND,ND,ND,2.42,1037,
BH3,183,184,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,184,185,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,185,186,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,186,187,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,187,188,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,188,189,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,189,190,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,190,191,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,191,192,0.02,171,ND,,ND,ND,ND,ND,ND,ND,,ND,1.43,ND,ND,16.92,ND,,ND,ND,ND,3.37,143,
BH3,192,193,0.02,171,ND,,ND,ND,ND,ND,ND,ND,,ND,1.43,ND,ND,16.92,ND,3.49,ND,ND,ND,3.37,143,
BH3,193,194,0.01,146,ND,,ND,ND,ND,ND,ND,ND,,ND,0.61,ND,ND,14.51,ND,3.49,ND,ND,ND,0.87,56.65,
BH3,194,195,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,195,196,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,196,197,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,197,198,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,198,199,0.06,600,ND,,ND,ND,ND,ND,ND,ND,,ND,0.49,ND,ND,17.74,ND,10.23,ND,ND,ND,0.95,290,
BH3,199,200,0.06,600,ND,,ND,ND,ND,ND,ND,ND,,ND,0.49,ND,ND,17.74,ND,10.23,ND,ND,ND,0.95,290,
BH3,200,201,0.05,471,ND,,ND,ND,ND,ND,ND,ND,,ND,0.9,ND,ND,27.64,ND,8.94,ND,ND,ND,2.74,116,
BH3,201,202,0.01,127,ND,,ND,ND,ND,ND,ND,ND,,ND,0.9,ND,ND,27.36,ND,8.94,ND,ND,ND,6.11,1037,
BH3,202,203,0.01,127,ND,,ND,ND,ND,ND,ND,ND,,ND,1.81,ND,ND,27.36,ND,20.99,ND,ND,ND,6.11,1037,
BH3,203,204,0.03,284,ND,,ND,ND,ND,ND,ND,ND,,ND,1.94,ND,ND,23.98,ND,13.41,ND,ND,ND,5.4,143,
BH3,204,205,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,205,206,0.07,675,ND,,ND,ND,ND,ND,ND,ND,,ND,2.77,ND,ND,31.42,ND,9.43,ND,ND,ND,8.82,56.65,
BH3,206,207,0.07,675,ND,,ND,ND,ND,ND,ND,ND,,ND,2.77,ND,ND,31.42,ND,9.43,ND,ND,ND,8.82,56.65,
BH3,207,208,0.11,1104,ND,,ND,ND,ND,ND,ND,ND,,ND,2.96,ND,ND,33.25,ND,8.91,ND,ND,ND,2.52,56.11,
BH3,208,209,0.08,805,ND,,ND,ND,ND,ND,ND,ND,,ND,6.23,ND,ND,45.21,ND,16.84,ND,ND,ND,9.56,290,
BH3,209,210,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,210,211,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,211,212,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,212,213,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,213,214,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,214,215,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,215,216,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,216,217,0,,,,,,,,,,,,,,,,,,,,,,,
BH3,217,218,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,1,2,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,2,3,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,3,4,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,4,5,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,5,6,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,6,7,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,7,8,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,8,9,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,9,10,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,10,11,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,11,12,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,12,13,0.35,3532,ND,,ND,,ND,ND,ND,ND,,ND,9.15,ND,ND,44.27,ND,6.61,ND,ND,ND,,3.54,518
BH4,13,14,0.35,3532,ND,,ND,,ND,ND,ND,ND,,ND,9.15,ND,ND,44.27,ND,6.61,ND,ND,ND,,3.54,518
BH4,14,15,0.07,659,ND,,ND,,ND,ND,ND,ND,,ND,11.2,ND,ND,63.65,ND,9.12,ND,ND,ND,,3.95,152
BH4,15,16,0.15,1489,ND,,ND,,ND,ND,ND,ND,,ND,3.06,ND,ND,37.82,ND,14.64,ND,ND,ND,,3.31,
BH4,16,17,0.17,1651,ND,,ND,,ND,ND,ND,ND,,ND,4.67,ND,ND,46.01,ND,11.39,ND,ND,ND,,3.58,219
BH4,17,18,0.18,1784,ND,,ND,,ND,ND,ND,ND,,ND,1.85,ND,ND,60.31,ND,5.89,ND,ND,ND,,3.15,110
BH4,18,19,0.02,237,ND,,ND,,ND,ND,ND,ND,,ND,1.11,ND,ND,34.61,ND,7.66,ND,ND,ND,,2.19,43.35
BH4,19,20,0.05,511,ND,,ND,ND,ND,ND,ND,ND,,ND,1.11,ND,ND,34.1,ND,7.66,ND,,,,3.52,60.25
BH4,20,21,0.03,327,ND,,ND,ND,ND,ND,ND,ND,,ND,1.28,ND,ND,33.59,ND,7.93,ND,,,,3.02,46.26
BH4,21,22,0.13,1296,ND,,ND,ND,ND,ND,ND,ND,,ND,1.18,ND,ND,47.86,ND,9.73,ND,,,,3.81,65.48
BH4,22,23,0.16,1577,ND,,ND,ND,ND,ND,ND,ND,,ND,2.23,ND,ND,45.24,ND,13.13,ND,,,,3.44,66.67
BH4,23,24,0.19,1902,ND,,ND,ND,ND,ND,ND,ND,,ND,1,ND,ND,54.52,ND,11.12,ND,,,,3.13,103
BH4,24,25,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,25,26,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,26,27,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,27,28,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,28,29,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,29,30,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,30,31,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,31,32,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,32,33,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,33,34,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,34,35,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,35,36,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,36,37,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,37,38,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,38,39,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,39,40,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,40,41,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,41,42,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,42,43,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,43,44,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,44,45,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,45,46,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,46,47,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,47,48,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,48,49,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,49,50,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,50,51,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,51,52,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,52,53,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,53,54,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,54,55,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,55,56,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,56,57,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,57,58,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,58,59,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,59,60,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,60,61,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,61,62,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,62,63,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,63,64,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,64,65,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,65,66,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,66,67,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,67,68,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,68,69,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,69,70,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,70,71,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,71,72,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,72,73,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,73,74,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,74,75,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,75,76,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,76,77,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,77,78,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,78,79,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,79,80,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,80,81,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,81,82,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,82,83,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,83,84,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,84,85,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,85,86,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,86,87,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,87,88,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,88,89,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,89,90,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,90,91,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,91,92,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,92,93,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,93,94,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,94,95,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,95,96,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,96,97,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,97,98,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,98,99,0.05,513,ND,,ND,ND,ND,ND,ND,ND,,ND,2.58,ND,ND,62.07,ND,7.07,ND,ND,ND,,1.65,14.25
BH4,99,100,0.05,513,ND,,ND,ND,ND,ND,ND,ND,,ND,2.58,ND,ND,62.07,ND,7.07,ND,ND,ND,,1.65,14.25
BH4,100,101,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,101,102,0.01,62.13,ND,,ND,ND,ND,ND,ND,ND,,ND,2.37,ND,ND,29.58,ND,4.57,ND,ND,ND,,1.2,9.21
BH4,102,103,0.01,62.13,ND,,ND,ND,ND,ND,ND,ND,,ND,2.37,ND,ND,29.58,ND,4.97,ND,ND,ND,,1.2,9.21
BH4,103,104,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,104,105,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,105,106,0.01,74.82,ND,,ND,ND,ND,ND,ND,ND,,ND,1.86,ND,ND,40.11,ND,9.48,ND,ND,ND,,2.74,10.13
BH4,106,107,0.01,74.82,ND,,ND,ND,ND,ND,ND,ND,,ND,1.86,ND,ND,40.11,ND,9.48,ND,ND,ND,,2.74,10.13
BH4,107,108,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,108,109,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,109,110,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,110,111,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,111,112,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,112,113,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,113,114,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,114,115,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,115,116,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,116,117,0,,,,,,,,,,,,,,,,,,,,,,,
