BHID,From,To,Cu %,Cu ppm,Ag ppm,As ppm,Au ppm,Ce ppm,Dy ppm,Er ppm,Eu ppm,Gd ppm,Hg ppm,Ho ppm,La ppm,Lu ppm,Nd ppm,Pb ppm,Pr ppm,Sc ppm,Sm ppm,Tb ppm,Tm ppm,Y ppm,Yb ppm,Zn ppm
BH4,117,118,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,118,119,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,119,120,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,120,121,0,,,,,,,,,,,,,,,,,,,,,,,
BH4,121,122,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,2,3,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,3,4,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,4,5,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,5,6,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,6,7,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,7,8,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,8,9,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,9,10,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,10,11,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,11,12,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,12,13,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,13,14,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,14,15,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,15,16,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,16,17,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,17,18,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,18,19,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,19,20,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,20,21,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,21,22,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,22,23,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,23,24,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,24,25,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,25,26,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,26,27,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,27,28,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,28,29,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,29,30,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,30,31,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,31,32,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,32,33,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,33,34,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,34,35,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,35,36,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,36,37,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,37,38,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,38,39,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,39,40,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,40,41,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,41,42,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,42,43,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,43,44,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,44,45,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,45,46,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,46,47,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,47,48,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,48,49,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,49,50,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,50,51,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,51,52,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,52,53,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,53,54,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,54,55,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,55,56,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,56,57,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,57,58,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,58,59,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,59,60,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,60,61,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,61,62,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,62,63,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,63,64,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,64,65,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,65,66,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,66,67,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,67,68,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,68,69,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,69,70,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,70,71,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,71,72,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,72,73,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,73,74,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,74,75,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,75,76,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,76,77,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,77,78,0.01,51.73,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,24.61,ND,10.73,ND,ND,ND,,2.02,
BH5,78,79,0,,ND,,ND,,,,,,,,,,,,,,,,,,,
BH5,79,80,0,,ND,,ND,,,,,,,,,,,,,,,,,,,
BH5,80,81,0.03,323,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,23.66,ND,8.68,ND,ND,ND,,1.91,
BH5,81,82,0,,ND,,ND,,,,,,,,,,,,,,,,,,,
BH5,82,83,0.11,1135,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,22.37,ND,15.7,ND,ND,ND,,3.12,
BH5,83,84,0.11,1135,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,22.37,ND,15.7,ND,ND,ND,,3.12,
BH5,84,85,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,85,86,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,86,87,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,87,88,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,88,89,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,89,90,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,90,91,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,91,92,0.03,347,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,22.16,ND,6.82,ND,ND,ND,,1.62,
BH5,92,93,0.03,347,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,22.16,ND,6.82,ND,ND,ND,,1.62,
BH5,93,94,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,94,95,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,95,96,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,96,97,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,97,98,0.04,397,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,25.74,ND,10.73,ND,ND,ND,,2.44,
BH5,98,99,0.04,397,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,25.74,ND,10.73,ND,ND,ND,,2.44,
BH5,99,100,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,100,101,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,101,102,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,102,103,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,103,104,0.02,231,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,54.96,ND,8.73,ND,ND,ND,,2.5,
BH5,104,105,0.19,1853,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,29.53,ND,12..87,ND,ND,ND,,2.15,78.46
BH5,105,106,0.25,2474,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,23.65,ND,5.88,ND,ND,ND,,2.62,59.87
BH5,106,107,0.09,880,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,22.92,ND,6.85,ND,ND,ND,,2.73,70.85
BH5,107,108,0.03,322,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,20.42,ND,4.8,ND,ND,ND,,2.8,36.3
BH5,108,109,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,109,110,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,110,111,0.02,193,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,38.27,ND,7.19,ND,ND,ND,,2.4,14.13
BH5,111,112,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,112,113,0.05,499,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,26.47,ND,5.31,ND,ND,ND,,2.1,81.39
BH5,113,114,0.05,499,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,26.47,ND,5.31,ND,ND,ND,,2.1,81.39
BH5,114,115,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,115,116,0.02,189,ND,,ND,,ND,ND,ND,ND,,ND,ND,ND,ND,18.01,ND,10.54,ND,ND,ND,,2.88,
BH5,116,117,0.02,189,ND,,ND,,ND,ND,ND,ND,,ND,ND,ND,ND,18.01,ND,10.54,ND,ND,ND,,2.88,
BH5,117,118,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,118,119,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,119,120,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,120,121,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,121,122,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,122,123,0.11,1064,ND,,ND,,ND,ND,ND,ND,,ND,ND,ND,ND,26.71,ND,9.54,ND,ND,ND,,2.48,
BH5,123,124,0.11,1064,ND,,ND,,ND,ND,ND,ND,,ND,ND,ND,ND,26.71,ND,9.54,,,,,2.48,
BH5,124,125,0.07,664,ND,,ND,,ND,ND,ND,ND,,ND,ND,ND,ND,24.63,ND,3.29,ND,ND,ND,,2.42,
BH5,125,126,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,126,127,0.03,315,ND,,ND,,ND,ND,ND,ND,,ND,ND,ND,ND,25.44,ND,5,ND,ND,ND,,2.47,
BH5,127,128,0.02,223,ND,,ND,,ND,ND,ND,ND,,ND,ND,ND,ND,26.07,ND,6.86,ND,ND,ND,,2.01,
BH5,128,129,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,129,130,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,130,131,0.04,358,ND,,ND,,ND,ND,ND,ND,,ND,ND,ND,ND,26.56,ND,12.83,ND,ND,ND,,2.79,
BH5,131,132,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,132,133,0.05,471,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,18.01,ND,5.39,ND,ND,ND,,2.97,57.11
BH5,133,134,0.05,471,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,18.01,ND,5.39,ND,ND,ND,,2.97,57.11
BH5,134,135,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,135,136,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,136,137,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,137,138,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,138,139,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,139,140,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,140,141,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,141,142,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,142,143,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,143,144,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,144,145,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,145,146,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,146,147,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,147,148,0.05,522,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,26.71,ND,6.52,ND,ND,ND,,2.02,24.29
BH5,148,149,0.05,522,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,26.71,ND,6.52,ND,ND,ND,,2.02,24.29
BH5,149,150,0.05,513,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,19.36,ND,9.64,ND,ND,ND,,2.42,19.36
BH5,150,151,0.05,513,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,19.36,ND,9.64,ND,ND,ND,,2.42,19.36
BH5,151,152,0.04,431,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,15.31,ND,5.81,ND,ND,ND,,1.95,15.31
BH5,152,153,0.04,431,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,"15,31",ND,5.81,ND,ND,ND,,1.95,15.31
BH5,153,154,0.06,591,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,14.55,ND,4.78,ND,ND,ND,,1.71,14.55
BH5,154,155,0.04,370,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,13.17,ND,6.23,ND,ND,ND,,1.81,13.17
BH5,155,156,0.14,1355,ND,,,ND,,,,,,,2.19,,,58.48,,11.14,,,,,3.32,51.02
BH5,156,157,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,157,158,0.02,240,ND,,ND,ND,ND,ND,ND,ND,,ND,4.32,ND,ND,64.78,ND,5.95,ND,ND,ND,,2.03,29.27
BH5,158,159,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,159,160,0.04,358,ND,,ND,ND,ND,ND,ND,ND,,ND,3.4,ND,ND,49.07, ND,5.53,ND,ND,ND,,1.52,27.54
BH5,160,161,0.04,358,ND,,ND,ND,ND,ND,ND,ND,,ND,2.52,ND,ND,56.18,ND,5.53,ND,ND,ND,,1.52,27.54
BH5,161,162,0.05,537,ND,,ND,ND,ND,ND,ND,ND,,ND,2.52,ND,ND,56.18,ND,9.13,ND,ND,ND,,3.19,21.71
BH5,162,163,0.13,1267,ND,,ND,ND,ND,ND,ND,ND,,ND,3.55,ND,ND,60,ND,6.44,ND,ND,ND,,2.04,70.92
BH5,163,164,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,164,165,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,165,166,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,166,167,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,167,168,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,168,169,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,169,170,0.03,317,ND,,ND,ND,ND,ND,ND,ND,,ND,1.28,ND,ND,37.8,ND,14.77,ND,ND,ND,,2.34,38.09
BH5,170,171,0.03,317,ND,,ND,ND,ND,ND,ND,ND,,ND,1.28,ND,ND,37.8,ND,14.77,ND,ND,ND,,2.34,38.09
BH5,171,172,0.08,825,ND,,ND,ND,ND,ND,ND,ND,,ND,1.31,ND,ND,22.53,ND,5.41,ND,ND,ND,,2.62,35.81
BH5,172,173,0.08,825,ND,,ND,ND,ND,ND,ND,ND,,ND,1.31,ND,ND,22.53,ND,5.41,ND,ND,ND,,2.62,35.81
BH5,173,174,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,174,175,0.14,1382,ND,,ND,ND,ND,ND,ND,ND,,ND,2.25,2.25,2.25,22.18,2.25,2.25,2.25,2.25,2.25,,2.25,30.06
BH5,175,176,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,176,177,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,177,178,0.14,1428,ND,,ND,ND,ND,ND,ND,ND,,ND,3.62,ND,ND,18.68,ND,9.67,ND,ND,ND,,3.68,25.18
BH5,178,179,0.14,1428,ND,,ND,,ND,ND,ND,ND,,ND,3.62,ND,ND,18.68,ND,9.67,ND,ND,ND,,3.68,25.18
BH5,179,180,0.21,2110,ND,,ND,ND,ND,ND,ND,ND,,ND,1.44,ND,ND,28.63,ND,15.88,ND,ND,ND,,4.62,109
BH5,180,181,0.21,2110,ND,,ND,ND,ND,ND,ND,ND,,ND,1.44,ND,ND,28.63,ND,15.88,ND,ND,ND,,4.62,109
BH5,181,182,0.03,326,ND,,ND,ND,ND,ND,ND,ND,,ND,5.53,ND,ND,28.44,ND,21.03,ND,ND,ND,,3.18,25.8
BH5,182,183,0.03,326,ND,,ND,ND,ND,ND,ND,ND,,ND,5.53,ND,ND,28.44,ND,21.03,ND,ND,ND,,3.18,25.8
BH5,183,184,0.11,1134,ND,,ND,ND,ND,ND,ND,ND,,ND,1.88,ND,ND,24.87,ND,10.7,ND,ND,ND,,3.34,28.46
BH5,184,185,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,185,186,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,186,187,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,187,188,0.04,415,ND,,ND,ND,ND,ND,ND,ND,,ND,2.55,ND,ND,22.53,ND,3.82,ND,ND,ND,,2.79,20.6
BH5,188,189,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,189,190,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,190,191,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,191,192,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,192,193,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,193,194,0.02,161,ND,,ND,ND,ND,ND,ND,ND,,ND,7.95,ND,ND,22.18,ND,11.48,ND,ND,ND,,2.61,10.53
BH5,194,195,0.03,282,ND,,ND,ND,ND,ND,ND,ND,,ND,5.74,ND,ND,18.68,ND,5.01,ND,ND,ND,,2.56,15.42
BH5,195,196,0.02,225,ND,,ND,ND,ND,ND,ND,ND,,ND,2.23,ND,ND,28.63,ND,8.75,ND,ND,ND,,2.94,24.2
BH5,196,197,0.02,225,ND,,ND,ND,ND,ND,ND,ND,,ND,2.23,ND,ND,28.63,ND,8.75,ND,ND,ND,,2.94,22.52
BH5,197,198,0,,,,,,,,,,,,,,,,,,,,,,,
BH5,198,199,0.06,575,ND,,ND,ND,ND,ND,ND,ND,,ND,7.07,ND,ND,28.44,ND,24.43,ND,ND,ND,,4.69,37.73
BH5,199,200,0,19,ND,,ND,ND,ND,ND,ND,ND,,ND,3.11,ND,ND,24.87,ND,10.28,ND,ND,ND,,3.04,37.73
BH6,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,1,2,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,2,3,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,3,4,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,4,5,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,5,6,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,6,7,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,7,8,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,8,9,0.11,1089,ND,,,ND,ND,ND,ND,ND,,ND,ND,ND,ND,43.52,,18.15,ND,ND,ND,,2.55,38.65
BH6,9,10,0.11,1089,ND,,,ND,ND,ND,ND,ND,,ND,ND,ND,ND,43.52,,18.15,ND,ND,ND,,2.55,38.65
BH6,10,11,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,11,12,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,12,13,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,13,14,0.17,1694,ND,,,ND,ND,ND,ND,ND,,ND,ND,ND,ND,44.21,,13.79,ND,ND,ND,,3.16,183
BH6,14,15,0.17,1694,ND,,,ND,ND,ND,ND,ND,,ND,ND,ND,ND,44.21,,13.79,ND,ND,ND,,3.16,183
BH6,15,16,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,16,17,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,17,18,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,18,19,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,19,20,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,20,21,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,21,22,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,22,23,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,23,24,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,24,25,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,25,26,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,26,27,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,27,28,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,28,29,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,29,30,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,30,31,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,31,32,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,32,33,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,33,34,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,34,35,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,35,36,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,36,37,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,37,38,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,38,39,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,39,40,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,40,41,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,41,42,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,42,43,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,43,44,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,44,45,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,45,46,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,46,47,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,47,48,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,48,49,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,49,50,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,50,51,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,51,52,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,52,53,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,53,54,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,54,55,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,55,56,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,56,57,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,57,58,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,58,59,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,59,60,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,60,61,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,61,62,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,62,63,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,63,64,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,64,65,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,65,66,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,66,67,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,67,68,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,68,69,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,69,70,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,70,71,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,71,72,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,72,73,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,73,74,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,74,75,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,75,76,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,76,77,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,77,78,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,78,79,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,79,80,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,80,81,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,81,82,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,82,83,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,83,84,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,84,85,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,85,86,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,86,87,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,87,88,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,88,89,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,89,90,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,90,91,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,91,92,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,92,93,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,93,94,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,94,95,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,95,96,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,96,97,0,,,,,,,,,,,,,,,,,,,,,,,
