BHID,From,To,Cu %,Cu ppm,Ag ppm,As ppm,Au ppm,Ce ppm,Dy ppm,Er ppm,Eu ppm,Gd ppm,Hg ppm,Ho ppm,La ppm,Lu ppm,Nd ppm,Pb ppm,Pr ppm,Sc ppm,Sm ppm,Tb ppm,Tm ppm,Y ppm,Yb ppm,Zn ppm
BH6,97,98,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,98,99,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,99,100,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,100,101,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,101,102,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,102,103,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,103,104,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,104,105,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,105,106,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,106,107,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,107,108,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,108,109,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,109,110,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,110,111,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,111,112,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,112,113,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,113,114,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,114,115,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,115,116,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,116,117,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,117,118,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,118,119,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,119,120,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,120,121,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,121,122,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,122,123,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,123,124,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,124,125,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,125,126,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,126,127,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,127,128,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,128,129,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,129,130,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,130,131,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,131,132,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,132,133,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,133,134,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,134,135,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,135,136,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,136,137,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,137,138,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,138,139,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,139,140,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,140,141,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,141,142,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,142,143,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,143,144,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,144,145,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,145,146,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,146,147,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,147,148,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,148,149,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,149,150,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,150,151,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,151,152,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,152,153,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,153,154,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,154,155,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,155,156,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,156,157,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,157,158,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,158,159,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,159,160,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,160,161,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,161,162,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,162,163,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,163,164,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,164,165,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,165,166,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,166,167,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,167,168,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,168,169,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,169,170,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,170,171,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,171,172,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,172,173,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,173,174,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,174,175,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,175,176,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,176,177,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,177,178,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,178,179,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,179,180,0,13.7,ND,,ND,ND,ND,ND,ND,ND,,ND,2.54,ND,ND,10.87,ND,7.78,ND,ND,ND,,1.98,8.92
BH6,180,181,0,13.7,ND,,ND,ND,ND,ND,ND,ND,,ND,2.54,ND,ND,10.87,ND,7.78,ND,ND,ND,,1.98,8.92
BH6,181,182,0.002246,22.46,ND,,ND,ND,ND,ND,ND,ND,,ND,3.99,ND,ND,15.87,ND,6.29,ND,ND,ND,,1.74,10.33
BH6,182,183,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,183,184,0.04,375,ND,,ND,ND,ND,ND,ND,ND,,ND,10.52,ND,ND,14.76,ND,8.77,ND,ND,ND,,1.85,"44,19"
BH6,184,185,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,185,186,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,186,187,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,187,188,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,188,189,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,189,190,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,190,191,0.01,56.79,ND,,ND,ND,ND,ND,ND,ND,,ND,1.4,ND,ND,9.19,ND,6.91,ND,ND,ND,,1.16,13.72
BH6,191,192,0.01,56.79,ND,,ND,ND,ND,ND,ND,ND,,ND,1.4,ND,ND,9.19,ND,6.91,ND,ND,ND,,1.16,13.72
BH6,192,193,0.01,135,ND,,ND,ND,ND,ND,ND,ND,,ND,4.51,ND,ND,11.93,ND,6.97,ND,ND,ND,,1.35,10.55
BH6,193,194,0,,,,,,,,,,,,,,,,,,,,,,,
BH6,194,195,0.03,283,ND,,ND,ND,ND,ND,ND,ND,,ND,4.55,ND,ND,40.69,ND,7.36,ND,ND,ND,,1.77,25.08
BH6,195,196,0.03,283,ND,,ND,ND,ND,ND,ND,ND,,ND,4.55,ND,ND,40.69,ND,7.36,ND,ND,ND,,1.77,25.08
BH6,196,197,0.02,206,ND,,ND,ND,ND,ND,ND,ND,,ND,5.73,ND,ND,35.89,ND,9.4,ND,ND,ND,,1.5,20.89
BH6,197,198,0.01,50.891,ND,,ND,ND,ND,ND,ND,ND,,ND,1.5,ND,ND,34.84,ND,8.34,ND,ND,ND,,1.32,17.59
BH6,198,199,0.05,478,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,45-55,ND,11.26,ND,ND,ND,,2.62,
BH6,199,200,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,1,2,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,2,3,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,3,4,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,4,5,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,5,6,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,6,7,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,7,8,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,8,9,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,9,10,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,10,11,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,11,12,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,12,13,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,13,14,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,14,15,0,7.26,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,1.76
BH7,15,16,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,16,17,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,17,18,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,18,19,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,19,20,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,20,21,0,16.58,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,9.27
BH7,21,22,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,22,23,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,23,24,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,24,25,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,25,26,0,31.14,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,43.96
BH7,26,27,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,27,28,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,28,29,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,29,30,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,30,31,0.05,459,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,8.72
BH7,31,32,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,32,33,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,33,34,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,34,35,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,35,36,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,36,37,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,37,38,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,38,39,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,39,40,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,40,41,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,41,42,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,42,43,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,43,44,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,44,45,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,45,46,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,46,47,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,47,48,0.01,127,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,14.2
BH7,48,49,0.02,167,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,5.96
BH7,49,50,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,50,51,0.01,138,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,10.65
BH7,51,52,0.01,82.92,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,7.22
BH7,52,53,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,53,54,0.07,701,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,6.12
BH7,54,55,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,55,56,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,56,57,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,57,58,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,58,59,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,59,60,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,60,61,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,61,62,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,62,63,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,63,64,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,64,65,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,65,66,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,66,67,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,67,68,0.03,260,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,353
BH7,68,69,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,69,70,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,70,71,0.03,325,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,283
BH7,71,72,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,72,73,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,73,74,0.02,169,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,81.82
BH7,74,75,0.04,390,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,61.91
BH7,75,76,0.03,255,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,33.87
BH7,76,77,0.01,87.57,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,9.6
BH7,77,78,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,78,79,0.01,105,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,12.97
BH7,79,80,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,80,81,0.03,328,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,8.86
BH7,81,82,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,82,83,0.04,399,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,11.57
BH7,83,84,0.02,177,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,8.99
BH7,84,85,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,85,86,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,86,87,0.09,936,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,13.51
BH7,87,88,0.01,64.95,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,8.62
BH7,88,89,0.05,491,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,11.51
BH7,89,90,0.03,305,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,8.22
BH7,90,91,0.01,79.13,ND,ND,ND,,,,,,,,,,,,,,,,,,,10.13
BH7,91,92,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,92,93,0.04,379,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,14.58
BH7,93,94,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,94,95,0.02,162,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,8.54
BH7,95,96,0.02,151,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,24.15
BH7,96,97,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,97,98,0.04,423,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,15.94
BH7,98,99,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,99,100,0.02,152,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,14.5
BH7,100,101,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,101,102,0.02,245,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,19.09
BH7,102,103,0.01,141,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,19.85
BH7,103,104,0,42,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,1497
BH7,104,105,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,105,106,0.04,439,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,15.09
BH7,106,107,0.03,339,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,20.92
BH7,107,108,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,108,109,0.01,134,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,17.5
BH7,109,110,0.02,223,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,23.87
BH7,110,111,0.02,209,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,12.36
BH7,111,112,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,112,113,0.03,326,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,29.03
BH7,113,114,0.02,177,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,29.15
BH7,114,115,0.01,140,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,36.6
BH7,115,116,0.02,231,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,29.06
BH7,116,117,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,117,118,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,118,119,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,119,120,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,120,121,0.01,95.52,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,19.29
BH7,121,122,0.01,67.5,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,26.25
BH7,122,123,0.01,85.63,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,35.33
BH7,123,124,0,32.84,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,29.26
BH7,124,125,0.01,122,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,28.26
BH7,125,126,0,38.69,ND,ND,ND,,,,,,ND,,,,,ND,,,,,,,,21.95
BH7,126,127,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,127,128,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,128,129,0.01,84.82,ND,ND,ND,,,,,,ND,,,,,20.99,,,,,,,,33.06
BH7,129,130,0.1,1034,ND,ND,ND,,,,,,ND,,,,,22.31,,,,,,,,64.08
BH7,130,131,0.05,452,ND,ND,ND,,,,,,ND,,,,,21.91,,,,,,,,151
BH7,131,132,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,132,133,0.04,416,ND,ND,ND,,,,,,ND,,,,,24.22,,,,,,,,46.42
BH7,133,134,0.01,122,ND,ND,ND,,,,,,ND,,,,,21.86,,,,,,,,24.57
BH7,134,135,0.12,1215,ND,ND,ND,,,,,,ND,,,,,12.49,,,,,,,,59.95
BH7,135,136,0.03,293,ND,ND,ND,,,,,,ND,,,,,20.29,,,,,,,,38.62
BH7,136,137,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,137,138,0.01,138,ND,ND,ND,,,,,,ND,,,,,22.24,,,,,,,,34.25
BH7,138,139,0.04,426,ND,ND,ND,,,,,,ND,,,,,20.43,,,,,,,,35.96
BH7,139,140,0,31.98,ND,ND,ND,,,,,,ND,,,,,15.04,,,,,,,,45.92
BH7,140,141,0,5.96,ND,ND,ND,,,,,,ND,,,,,19.23,,,,,,,,22.04
BH7,141,142,0,6.31,ND,ND,ND,,,,,,ND,,,,,15.42,,,,,,,,30.13
BH7,142,143,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,143,144,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,144,145,0.01,75.38,ND,ND,ND,,,,,,ND,,,,,18.41,,,,,,,,61.12
BH7,145,146,0.02,206,ND,ND,ND,,,,,,ND,,,,,10.19,,,,,,,,23.54
BH7,146,147,0,31.42,ND,ND,ND,,,,,,ND,,,,,15.1,,,,,,,,11.97
BH7,147,148,0.03,269,ND,ND,ND,,,,,,ND,,,,,18.5,,,,,,,,27.14
BH7,148,149,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,149,150,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,150,151,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,151,152,0.05,538,ND,ND,ND,,,,,,ND,,,,,23.46,,,,,,,,9.47
BH7,152,153,0.01,138,ND,ND,ND,,,,,,ND,,,,,27.34,,,,,,,,15.82
BH7,153,154,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,154,155,0.02,152,ND,ND,ND,,,,,,ND,,,,,20.33,,,,,,,,12.54
BH7,155,156,0.1,1012,ND,ND,ND,,,,,,ND,,,,,27.1,,,,,,,,26.33
BH7,156,157,0.19,1898,ND,ND,ND,,,,,,ND,,,,,33.79,,,,,,,,30.98
BH7,157,158,0.03,337,ND,ND,ND,,,,,,ND,,,,,24.74,,,,,,,,28.56
BH7,158,159,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,159,160,0.03,336,ND,ND,ND,,,,,,ND,,,,,26.17,,,,,,,,25.36
BH7,160,161,0.07,681,ND,ND,ND,,,,,,ND,,,,,29.6,,,,,,,,30.61
BH7,161,162,0.02,210,ND,ND,ND,,,,,,ND,,,,,27.03,,,,,,,,27.62
BH7,162,163,0.05,526,ND,ND,ND,,,,,,ND,,,,,28.27,,,,,,,,19.08
BH7,163,164,0.02,186,ND,ND,ND,,,,,,ND,,,,,23.19,,,,,,,,8.98
BH7,164,165,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,165,166,0.01,135,ND,ND,ND,,,,,,ND,,,,,38.75,,,,,,,,17.83
BH7,166,167,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,167,168,0.04,379,ND,ND,ND,,,,,,ND,,,,,5.15,,,,,,,,11.29
BH7,168,169,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,169,170,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,170,171,0.04,404,ND,ND,ND,,,,,,ND,,,,,22.98,,,,,,,,30.25
BH7,171,172,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,172,173,0.03,251,ND,ND,ND,,,,,,ND,,,,,5.33,,,,,,,,21.9
BH7,173,174,0,15.74,ND,ND,ND,,,,,,ND,,,,,7.78,,,,,,,,13.43
BH7,174,175,0,39.2,ND,ND,ND,,,,,,ND,,,,,18.52,,,,,,,,50.49
BH7,175,176,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,176,177,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,177,178,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,178,179,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,179,180,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,180,181,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,181,182,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,182,183,0.02,170,ND,ND,ND,,,,,,ND,,,,,34.45,,,,,,,,7.06
BH7,183,184,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,184,185,0.03,258,ND,ND,ND,,,,,,ND,,,,,5.43,,,,,,,,35.11
BH7,185,186,0.01,91.86,ND,ND,ND,,,,,,ND,,,,,12.2,,,,,,,,102
BH7,186,187,0.01,75.4,ND,ND,ND,,,,,,ND,,,,,5.74,,,,,,,,52
BH7,187,188,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,188,189,0.02,228,ND,ND,ND,,,,,,ND,,,,,9.2,,,,,,,,96.46
BH7,189,190,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,190,191,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,191,192,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,192,193,0.01,73,ND,ND,ND,,,,,,ND,,,,,47.93,,,,,,,,247
BH7,193,194,0.02,237,ND,ND,ND,,,,,,ND,,,,,5.83,,,,,,,,45
BH7,194,195,0.01,114,ND,ND,ND,,,,,,ND,,,,,14.09,,,,,,,,64.46
BH7,195,196,0.01,107,ND,ND,ND,,,,,,ND,,,,,31.76,,,,,,,,24.67
BH7,196,197,0.05,494,ND,ND,ND,,,,,,ND,,,,,20.51,,,,,,,,38.17
BH7,197,198,0.01,127,ND,ND,ND,,,,,,ND,,,,,8,,,,,,,,30
BH7,198,199,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,199,200,0.01,62,ND,ND,ND,,,,,,ND,,,,,34.49,,,,,,,,21.48
BH7,200,201,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,201,202,0.02,174,ND,ND,ND,,,,,,,,,,,36.61,,,,,,,,12.73
BH7,202,203,0.24,2377,ND,ND,ND,,,,,,,,,,,8.89,,,,,,,,17.56
BH7,203,204,0.01,131,ND,ND,ND,,,,,,,,,,,8,,,,,,,,18
BH7,204,205,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,205,206,0.01,139,ND,ND,ND,,,,,,ND,,,,,35.61,,,,,,,,29.74
BH7,206,207,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,207,208,0,,,,,,,,,,,,,,,,,,,,,,,
BH7,208,209,0,,,,,,,,,,,,,,,,,,,,,,,
